transaction_id,amount,timestamp,card_id,device_id,ip_address,merchant_id,geo_location,is_fraud
TXN000248,66355.41,2026-08-04 02:01:38,C854717,D82512,216.91.223.249,M0049,"18.167,73.5164",1
TXN000249,54.45,2026-08-04 04:08:38,C749468,D44522,144.229.28.185,M0025,"18.1938,74.2535",0
TXN000250,2411.45,2026-08-04 05:10:59,C519093,D80686,18.82.69.240,M0002,"19.3025,73.3695",0
TXN000251,7666.25,2026-08-04 06:13:35,C428838,D23947,7.200.7.191,M0010,"13.1204,78.0492",0
TXN000252,176.25,2026-08-04 07:07:02,C525800,D37760,204.212.37.40,M0036,"13.1755,77.099",0
TXN000253,796.74,2026-08-04 07:44:30,C108203,D69429,130.199.228.88,M0046,"22.9845,73.0187",0
TXN000254,2707.98,2026-08-04 09:06:53,C710805,D80644,58.79.127.239,M0012,"23.0444,88.8263",0
TXN000255,493.53,2026-08-04 09:17:20,C547470,D13478,60.11.55.72,M0027,"13.4578,77.9154",0
TXN000256,644.51,2026-08-04 10:18:15,C789305,D98696,148.63.103.79,M0043,"17.1253,78.0817",0
TXN000257,1878.78,2026-08-04 10:43:41,C567574,D80678,130.139.32.159,M0015,"22.6953,88.854",0
TXN000258,211.55,2026-08-04 10:45:28,C487151,D82132,204.236.56.75,M0032,"23.3511,72.8607",0
TXN000259,1291.36,2026-08-04 10:49:10,C843215,D22676,183.214.39.114,M0001,"18.9103,74.3487",0
TXN000260,626.23,2026-08-04 11:31:08,C763686,D42591,147.41.5.122,M0047,"18.8066,74.0911",0
TXN000261,507.65,2026-08-04 11:58:14,C708792,D12552,112.108.176.251,M0027,"28.8693,77.1256",0
TXN000262,788.63,2026-08-04 12:11:38,C932291,D28301,213.170.105.186,M0037,"19.5167,72.637",0
TXN000263,541.44,2026-08-04 12:13:33,C741390,D85674,85.183.34.65,M0003,"22.2271,88.3512",0
TXN000264,314.0,2026-08-04 12:47:59,C753425,D39871,4.1.43.214,M0031,"18.8244,73.0832",0
TXN000265,733.99,2026-08-04 12:53:45,C100425,D40007,132.115.151.116,M0035,"12.951,80.7497",0
TXN000266,1765.84,2026-08-04 12:55:07,C987204,D75435,201.82.31.245,M0038,"23.2176,72.4757",0
TXN000267,52184.03,2026-08-04 13:17:40,C220944,D73699,113.163.209.250,M0008,"18.2786,73.6002",1
TXN000268,694.77,2026-08-04 13:30:41,C547470,D97841,19.34.17.124,M0015,"19.5486,72.7378",0
TXN000269,896.4,2026-08-04 14:38:36,C306606,D82357,194.242.13.119,M0046,"17.8531,78.4334",0
TXN000270,1091.12,2026-08-04 14:43:13,C400850,D66498,178.141.167.230,M0033,"29.0221,77.4346",0
TXN000271,938.6,2026-08-04 15:02:04,C415568,D16175,45.115.162.16,M0029,"28.5105,76.6428",0
TXN000272,713.19,2026-08-04 15:22:20,C481913,D96374,45.115.162.16,M0048,"22.3231,88.4888",0
TXN000273,386.9,2026-08-04 15:30:54,C423232,D36365,130.139.32.159,M0032,"28.4551,77.4531",0
TXN000274,323.55,2026-08-04 16:18:50,C630458,D59823,12.116.164.147,M0006,"18.1607,74.0279",0
TXN000275,34263.34,2026-08-04 16:35:17,C431737,D81426,189.181.186.216,M0021,"22.2182,88.5613",1
TXN000276,20773.15,2026-08-04 16:51:43,C431535,D34931,34.122.118.194,M0039,"17.4034,78.0596",1
TXN000277,365.93,2026-08-04 17:14:09,C956253,D93320,78.149.226.163,M0047,"22.6388,88.1767",0
TXN000278,1162.46,2026-08-04 17:22:05,C359249,D71993,131.148.124.195,M0033,"19.0308,73.0525",0
TXN000279,411.85,2026-08-04 17:39:09,C627276,D66155,61.244.135.128,M0044,"22.9053,72.8932",0
TXN000280,1237.13,2026-08-04 17:42:05,C153266,D59735,124.215.175.76,M0005,"22.7178,88.0383",0
TXN000281,1733.21,2026-08-04 17:49:29,C555673,D13905,205.162.82.165,M0008,"17.5786,78.7578",0
TXN000282,727.34,2026-08-04 18:10:52,C808446,D93320,4.1.43.214,M0004,"18.2016,73.4232",0
TXN000283,625.66,2026-08-04 18:15:48,C308802,D20458,199.191.48.248,M0037,"29.0952,77.0629",0
TXN000284,185.96,2026-08-04 19:13:35,C411120,D17592,87.59.19.173,M0023,"13.3103,80.6933",0
TXN000285,1139.13,2026-08-04 19:47:13,C225710,D95181,123.163.219.109,M0023,"19.3558,72.4847",0
TXN000286,173.45,2026-08-04 19:51:05,C323508,D85525,73.138.26.254,M0028,"19.5693,72.4226",0
TXN000287,419.78,2026-08-04 20:07:58,C703634,D65519,34.141.163.57,M0001,"28.5294,77.3151",0
TXN000288,713.32,2026-08-04 20:30:27,C989545,D30379,205.19.7.56,M0015,"22.9486,72.9038",0
TXN000289,322.47,2026-08-04 20:32:23,C531712,D44522,9.116.93.109,M0014,"18.9899,74.2222",0
TXN000290,608.18,2026-08-04 21:06:08,C956795,D40161,94.131.179.250,M0036,"22.8783,88.4493",0
TXN000291,33190.49,2026-08-04 21:06:27,C668532,D93227,67.196.150.120,M0025,"28.405,77.4076",1
TXN000292,642.57,2026-08-04 21:09:19,C303880,D31417,86.3.94.220,M0040,"28.7538,77.0197",0
TXN000293,139.52,2026-08-04 21:31:54,C425498,D30032,12.4.151.183,M0007,"29.1917,76.6426",0
TXN000294,1172.69,2026-08-04 23:09:03,C865990,D87110,78.149.226.163,M0019,"23.0878,72.5353",0
TXN000295,937.36,2026-08-04 23:56:29,C146228,D93748,149.49.143.54,M0042,"12.918,79.8377",0
TXN000296,556.12,2026-08-05 00:18:09,C918011,D44438,115.11.24.126,M0037,"18.1083,73.7073",0
TXN000297,559.46,2026-08-05 00:30:13,C233636,D23434,145.19.169.242,M0013,"12.8931,80.2259",0
TXN000298,1142.59,2026-08-05 01:20:41,C329471,D18326,6.244.39.130,M0042,"17.5704,78.3192",0
TXN000299,265.9,2026-08-05 06:36:40,C797229,D31798,213.68.181.17,M0048,"12.6999,80.1079",0
TXN000300,463.24,2026-08-05 06:53:44,C141832,D22224,193.79.33.157,M0014,"22.606,88.7339",0
TXN000301,3196.67,2026-08-05 07:08:57,C599948,D69638,40.218.109.97,M0017,"17.132,78.8463",0
TXN000302,896.04,2026-08-05 07:58:17,C328275,D80697,199.191.48.248,M0020,"22.6632,72.2734",0
TXN000303,309.25,2026-08-05 08:12:07,C692683,D84364,56.67.234.143,M0035,"12.809,80.4631",0
TXN000304,161.35,2026-08-05 08:57:50,C808446,D12757,134.148.43.176,M0012,"23.2145,72.5293",0
TXN000305,1889.11,2026-08-05 09:18:45,C907451,D77391,193.193.207.66,M0044,"13.5074,80.648",0
TXN000306,3502.74,2026-08-05 09:28:10,C255287,D13905,149.198.170.29,M0021,"28.3774,76.7589",0
TXN000307,137.06,2026-08-05 09:49:52,C887625,D63883,131.230.186.146,M0001,"18.9346,73.0343",0
TXN000308,741.4,2026-08-05 10:17:55,C431535,D59823,106.149.180.113,M0010,"19.2269,72.9107",0
TXN000309,50439.97,2026-08-05 11:19:26,C141832,D15695,215.147.90.41,M0006,"28.3575,76.9691",1
TXN000310,43.72,2026-08-05 11:52:19,C425498,D40495,135.249.220.117,M0043,"17.2541,78.3439",0
TXN000311,324.25,2026-08-05 12:03:15,C497562,D68878,123.163.219.109,M0023,"12.6891,77.4613",0
TXN000312,106.05,2026-08-05 12:20:07,C674553,D16630,112.131.123.138,M0021,"18.4881,73.9761",0
TXN000313,226.63,2026-08-05 12:37:06,C550664,D93748,131.148.124.195,M0011,"18.8061,73.475",0
TXN000314,10694.82,2026-08-05 13:20:59,C377312,D96374,10.132.216.46,M0037,"13.3982,77.805",1
TXN000315,39506.43,2026-08-05 13:31:59,C377312,D96374,179.130.62.230,M0013,"22.4915,88.3812",1
TXN000316,1572.98,2026-08-05 13:46:11,C301158,D76784,40.218.109.97,M0013,"22.6409,88.1386",0
TXN000317,16024.09,2026-08-05 14:06:25,C799287,D97684,65.88.160.22,M0010,"13.4005,80.7496",1
TXN000318,855.63,2026-08-05 14:06:46,C414910,D44741,106.143.73.72,M0013,"29.0746,77.2339",0
TXN000319,376.85,2026-08-05 14:07:26,C630458,D62565,111.17.194.28,M0038,"18.9849,73.5605",0
TXN000320,1856.74,2026-08-05 15:05:47,C320861,D26828,56.252.171.137,M0030,"19.0962,73.2299",0
TXN000321,51343.39,2026-08-05 15:17:44,C692683,D38785,5.31.23.229,M0031,"23.2984,72.4101",1
TXN000322,223.84,2026-08-05 16:05:13,C324082,D85525,205.162.82.165,M0011,"22.2199,87.8717",0
TXN000323,1671.12,2026-08-05 16:18:10,C410016,D71213,135.84.208.210,M0045,"18.928,74.0707",0
TXN000324,234.66,2026-08-05 16:50:20,C503906,D46434,87.59.19.173,M0012,"18.3692,73.7315",0
TXN000325,606.08,2026-08-05 16:53:26,C712024,D30926,123.163.219.109,M0009,"18.4946,73.5825",0
TXN000326,926.9,2026-08-05 16:55:02,C854717,D82603,201.13.181.219,M0031,"17.1445,78.4237",0
TXN000327,23471.97,2026-08-05 17:00:39,C724377,D46048,52.19.74.7,M0028,"18.3991,74.1998",1
TXN000328,5486.99,2026-08-05 19:03:19,C599948,D91959,205.19.7.56,M0037,"18.0257,74.1612",0
TXN000329,478.69,2026-08-05 19:14:45,C230679,D81482,123.163.219.109,M0037,"23.3921,72.1595",0
TXN000330,1335.56,2026-08-05 19:17:35,C176066,D93227,144.195.224.7,M0017,"18.7609,73.4996",0
TXN000331,932.95,2026-08-05 19:28:28,C830429,D40495,94.107.6.199,M0039,"17.3701,78.3203",0
TXN000332,289.67,2026-08-05 19:32:25,C101773,D23947,6.244.39.130,M0039,"28.8342,77.4312",0
TXN000333,2202.14,2026-08-05 19:36:57,C320392,D61856,144.195.224.7,M0001,"23.0539,88.2455",0
TXN000334,1118.79,2026-08-05 19:51:02,C751332,D34957,100.255.205.158,M0041,"23.0793,72.9165",0
TXN000335,331.94,2026-08-05 19:58:14,C338651,D57576,7.200.7.191,M0032,"18.267,73.8408",0
TXN000336,245.82,2026-08-05 20:19:13,C662262,D23947,147.66.195.70,M0042,"13.3678,79.9664",0
TXN000337,281.68,2026-08-05 20:29:30,C432711,D19358,144.229.28.185,M0024,"13.4959,80.1587",0
TXN000338,17139.28,2026-08-05 20:44:06,C627276,D62350,160.26.158.113,M0013,"13.5159,80.4081",1
TXN000339,381.62,2026-08-05 20:45:23,C418635,D34957,57.148.84.167,M0006,"22.9892,72.5535",0
TXN000340,1048.16,2026-08-05 20:50:31,C146228,D73653,209.160.37.1,M0004,"17.12,78.6916",0
TXN000341,2912.18,2026-08-05 21:09:43,C808011,D15695,132.115.151.116,M0006,"17.3032,78.9194",0
TXN000342,520.15,2026-08-05 23:13:28,C950132,D28373,194.242.13.119,M0038,"22.9911,72.2194",0
TXN000343,2919.24,2026-08-05 23:27:56,C580547,D88504,118.85.35.138,M0023,"17.3727,78.6389",0
TXN000344,1569.78,2026-08-05 23:32:37,C610311,D66155,77.254.42.34,M0040,"13.3778,79.9064",0
TXN000345,1165.69,2026-08-05 23:56:43,C197923,D99192,50.236.3.200,M0046,"17.3378,78.2654",0
TXN000346,385.25,2026-08-06 00:46:55,C465962,D20322,210.68.118.162,M0009,"22.8588,72.9919",0
TXN000347,1190.49,2026-08-06 03:06:37,C934794,D10282,115.23.15.67,M0025,"22.2135,88.6661",0
TXN000348,420.69,2026-08-06 05:04:21,C797229,D44741,94.107.6.199,M0017,"17.4908,78.2239",0
TXN000349,727.91,2026-08-06 05:50:22,C994141,D31798,115.218.156.42,M0010,"17.6902,78.1725",0
TXN000350,1448.25,2026-08-06 06:03:24,C239816,D39451,116.52.48.139,M0027,"18.7349,72.9879",0
TXN000351,532.89,2026-08-06 06:25:39,C459536,D18834,91.150.87.180,M0006,"18.9723,72.674",0
TXN000352,2264.55,2026-08-06 06:30:58,C335552,D59735,73.138.26.254,M0001,"19.5551,73.0118",0
TXN000353,219.65,2026-08-06 06:53:20,C668532,D22676,169.17.138.157,M0046,"28.8397,76.9585",0
TXN000354,367.04,2026-08-06 06:55:23,C314181,D42591,11.234.190.220,M0019,"23.097,72.9132",0
TXN000355,246.98,2026-08-06 07:25:32,C110139,D73699,69.32.139.212,M0032,"28.7664,77.5601",0
TXN000356,955.73,2026-08-06 07:28:56,C302511,D79514,69.32.139.212,M0026,"18.8342,74.0414",0
TXN000357,25492.77,2026-08-06 07:41:44,C465962,D19880,131.148.124.195,M0017,"13.234,77.2385",1
TXN000358,5335.84,2026-08-06 07:41:54,C465962,D19880,183.214.39.114,M0017,"13.234,77.2385",1
TXN000359,5387.86,2026-08-06 07:42:23,C465962,D19880,30.114.147.17,M0017,"13.234,77.2385",1
TXN000360,5898.78,2026-08-06 07:42:33,C465962,D19880,161.191.144.226,M0017,"13.234,77.2385",1
TXN000361,31397.08,2026-08-06 07:42:46,C465962,D19880,205.162.82.165,M0017,"13.234,77.2385",1
TXN000362,28310.69,2026-08-06 07:43:06,C465962,D19880,152.160.7.17,M0017,"13.234,77.2385",1
TXN000363,1026.9,2026-08-06 08:21:11,C547470,D23947,215.30.45.80,M0031,"13.2913,78.094",0
TXN000364,253.91,2026-08-06 08:55:32,C830429,D82132,143.13.148.165,M0027,"18.5973,73.8492",0
TXN000365,915.27,2026-08-06 09:06:27,C697347,D10074,6.244.39.130,M0050,"18.9671,73.3471",0
TXN000366,768.83,2026-08-06 09:09:05,C481913,D23396,123.125.11.185,M0047,"23.1589,72.1225",0
TXN000367,37470.59,2026-08-06 09:27:43,C669605,D87236,169.227.59.103,M0023,"18.5123,73.9295",1
TXN000368,558.39,2026-08-06 09:53:37,C185965,D58520,135.84.208.210,M0020,"12.5577,77.909",0
TXN000369,1204.03,2026-08-06 10:04:37,C171849,D38864,34.122.118.194,M0009,"18.6769,73.4848",0
TXN000370,186.53,2026-08-06 10:24:14,C262060,D68082,149.198.170.29,M0043,"18.2487,73.4152",0
TXN000371,301.87,2026-08-06 10:34:21,C528231,D16630,130.8.186.60,M0049,"22.2712,88.1108",0
TXN000372,939.66,2026-08-06 10:46:12,C776856,D42742,139.35.67.145,M0045,"28.4262,76.7224",0
TXN000373,408.55,2026-08-06 11:20:51,C686075,D38221,180.249.109.229,M0039,"22.6735,88.56",0
TXN000374,503.65,2026-08-06 11:29:40,C786508,D13278,112.128.170.223,M0003,"23.119,72.8858",0
TXN000375,282.97,2026-08-06 11:31:02,C308802,D51347,128.117.208.149,M0033,"23.5015,72.6749",0
TXN000376,3172.44,2026-08-06 11:36:23,C688153,D36365,2.196.113.186,M0014,"18.0325,73.3657",0
TXN000377,318.31,2026-08-06 12:03:23,C324082,D38221,133.144.103.224,M0014,"22.318,87.9216",0
TXN000378,715.32,2026-08-06 12:53:37,C333238,D86484,123.163.219.109,M0014,"17.6104,78.0993",0
TXN000379,467.77,2026-08-06 13:01:43,C640490,D21915,104.13.74.245,M0045,"13.1846,80.6632",0
TXN000380,330.26,2026-08-06 13:22:19,C213668,D37869,60.11.55.72,M0031,"13.1398,77.7141",0
TXN000381,219.84,2026-08-06 13:28:11,C220944,D89131,49.212.161.234,M0021,"28.2698,77.378",0
TXN000382,4324.3,2026-08-06 13:40:16,C449759,D42098,47.193.254.5,M0019,"22.6203,72.563",0
TXN000383,580.65,2026-08-06 13:56:44,C872343,D32431,202.172.86.30,M0018,"22.9203,72.5831",0
TXN000384,326.59,2026-08-06 14:38:34,C799330,D44973,123.98.150.36,M0037,"22.4276,87.9333",0
TXN000385,205.97,2026-08-06 16:05:27,C785743,D18834,34.141.163.57,M0023,"19.5092,72.6432",0
TXN000386,466.76,2026-08-06 16:34:47,C669605,D22156,103.215.89.187,M0049,"28.3455,76.7328",0
TXN000387,516.62,2026-08-06 17:11:40,C519093,D80686,3.173.150.154,M0048,"12.6674,77.1022",0
TXN000388,498.3,2026-08-06 17:17:54,C262316,D85674,6.244.39.130,M0012,"22.4275,88.2771",0
TXN000389,970.0,2026-08-06 17:18:22,C634150,D56566,170.203.175.90,M0034,"19.1252,73.0923",0
TXN000390,402.88,2026-08-06 18:23:27,C664607,D23396,204.212.37.40,M0014,"22.5001,88.5091",0
TXN000391,140.34,2026-08-06 19:49:20,C451470,D88104,10.132.216.46,M0032,"18.6771,73.6819",0
TXN000392,874.83,2026-08-06 20:24:43,C854717,D83563,169.227.59.103,M0035,"23.3554,72.6117",0
TXN000393,712.4,2026-08-06 20:32:31,C428914,D59823,78.149.226.163,M0021,"13.4064,78.0038",0
TXN000394,494.95,2026-08-06 21:05:41,C593554,D52504,134.76.122.123,M0025,"22.596,87.9787",0
TXN000395,153.1,2026-08-06 21:30:46,C808446,D99353,63.37.159.222,M0039,"29.0423,76.9639",0
TXN000396,1578.52,2026-08-06 21:55:28,C765095,D84341,194.205.250.139,M0037,"19.2245,72.4461",0
TXN000397,1280.08,2026-08-06 22:54:27,C308802,D88104,210.68.118.162,M0018,"17.3163,78.3657",0
TXN000398,2035.42,2026-08-06 23:09:49,C850981,D59823,179.130.62.230,M0002,"22.2842,88.8595",0
TXN000399,585.2,2026-08-06 23:28:40,C109767,D28373,189.181.186.216,M0002,"22.3601,88.5207",0
TXN000400,142.64,2026-08-06 23:53:40,C975136,D95477,60.11.55.72,M0024,"17.869,78.2751",0
TXN000401,537.81,2026-08-07 00:36:50,C204837,D99593,112.128.170.223,M0037,"19.3965,73.1377",0
TXN000402,65032.54,2026-08-07 01:40:52,C299122,D41571,149.198.170.29,M0048,"12.8916,80.1394",1
TXN000403,1043.83,2026-08-07 01:42:27,C749468,D93320,208.203.12.199,M0027,"22.87,72.1217",0
TXN000404,364.32,2026-08-07 02:48:47,C287241,D66155,147.41.5.122,M0016,"22.4092,87.9983",0
TXN000405,58738.0,2026-08-07 05:32:44,C548462,D59672,148.63.103.79,M0041,"22.9288,87.9631",1
TXN000406,2956.97,2026-08-07 05:48:34,C448321,D19287,151.89.105.16,M0040,"13.5387,79.9712",0
TXN000407,726.8,2026-08-07 06:30:23,C378082,D83000,160.26.158.113,M0036,"18.6427,72.8961",0
TXN000408,934.32,2026-08-07 06:30:30,C348237,D52504,202.172.86.30,M0017,"22.9809,88.1035",0
TXN000409,3759.53,2026-08-07 06:33:02,C468203,D60019,204.236.56.75,M0040,"17.0182,78.6191",0
TXN000410,43536.37,2026-08-07 07:30:31,C502630,D46509,204.236.56.75,M0008,"13.3829,77.6487",1
TXN000411,215.33,2026-08-07 08:12:39,C103717,D50306,115.218.156.42,M0026,"13.1381,80.4899",0
TXN000412,964.0,2026-08-07 08:56:50,C877991,D16006,178.141.167.230,M0031,"18.818,73.3383",0
TXN000413,39543.31,2026-08-07 09:11:03,C173372,D79514,7.107.231.30,M0028,"22.8565,72.1782",1
TXN000414,4857.77,2026-08-07 09:31:57,C916232,D75435,183.214.39.114,M0013,"22.8058,88.8593",0
TXN000415,1043.05,2026-08-07 10:47:05,C425498,D41195,7.200.7.191,M0045,"18.8621,73.0181",0
TXN000416,1495.01,2026-08-07 10:54:08,C487151,D30926,134.76.122.123,M0036,"18.9188,73.7562",0
TXN000417,551.82,2026-08-07 11:02:46,C974224,D82063,174.228.160.231,M0050,"22.2927,88.2144",0
TXN000418,496.01,2026-08-07 11:40:58,C517821,D45382,182.131.222.129,M0030,"18.6199,74.2591",0
TXN000419,652.01,2026-08-07 12:02:51,C515011,D87397,141.182.14.78,M0042,"22.4138,88.2441",0
TXN000420,1669.05,2026-08-07 12:26:11,C323508,D13905,123.98.150.36,M0017,"13.1382,80.0621",0
TXN000421,1665.64,2026-08-07 12:39:05,C550664,D12552,56.252.171.137,M0001,"23.205,72.6468",0
TXN000422,280.65,2026-08-07 12:47:49,C239816,D16006,32.6.166.162,M0002,"12.9476,77.4705",0
TXN000423,5057.51,2026-08-07 13:42:10,C563246,D17716,163.11.235.69,M0021,"17.6778,78.0557",0
TXN000424,751.61,2026-08-07 15:31:14,C984642,D22704,3.173.150.154,M0025,"12.7824,80.2849",0
TXN000425,474.76,2026-08-07 16:20:46,C696750,D23238,145.19.169.242,M0004,"22.76,72.3713",0
TXN000426,145.59,2026-08-07 16:23:35,C225710,D44741,77.164.81.250,M0029,"12.6341,80.2671",0
TXN000427,2135.7,2026-08-07 16:49:37,C487477,D20328,106.149.180.113,M0043,"17.5806,77.9899",0
TXN000428,552.04,2026-08-07 17:49:08,C346277,D18392,85.183.34.65,M0025,"12.5741,78.0318",0
TXN000429,2641.66,2026-08-07 17:55:35,C320861,D40007,135.249.220.117,M0027,"23.1031,73.0073",0
TXN000430,431.1,2026-08-07 18:56:03,C356150,D64987,46.144.236.174,M0006,"28.9592,77.2228",0
TXN000431,3307.97,2026-08-07 19:02:01,C377312,D99166,220.199.227.146,M0015,"17.8001,78.1431",0
TXN000432,1697.76,2026-08-07 19:39:13,C299312,D30032,135.249.220.117,M0025,"22.8519,72.7648",0
TXN000433,1006.97,2026-08-07 20:18:43,C323508,D30926,57.148.84.167,M0019,"13.4523,77.5022",0
TXN000434,504.4,2026-08-07 21:03:01,C994141,D40512,17.187.197.52,M0023,"17.6052,78.2739",0
TXN000435,59.16,2026-08-07 21:09:03,C184002,D37653,115.218.156.42,M0049,"18.5127,73.934",0
TXN000436,334.96,2026-08-07 21:29:10,C398830,D42742,200.169.23.10,M0012,"22.4733,87.979",0
TXN000437,2319.72,2026-08-07 22:15:54,C255287,D58520,143.13.148.165,M0004,"22.6537,72.1039",0
TXN000438,815.42,2026-08-07 22:50:23,C820892,D39871,61.244.135.128,M0009,"12.6535,77.9564",0
TXN000439,1776.11,2026-08-08 00:20:15,C763686,D82512,110.18.63.223,M0033,"12.93,77.6233",0
TXN000440,1109.12,2026-08-08 02:11:28,C269430,D23396,91.150.87.180,M0006,"19.5504,73.3533",0
TXN000441,1560.24,2026-08-08 05:09:49,C429445,D39871,4.1.43.214,M0032,"22.247,88.3355",0
TXN000442,1080.31,2026-08-08 06:03:21,C735656,D50306,137.122.94.93,M0043,"18.6985,73.0126",0
TXN000443,1255.64,2026-08-08 06:36:41,C335552,D50857,50.236.3.200,M0022,"19.0116,73.1955",0
TXN000444,716.38,2026-08-08 08:15:19,C598216,D34931,91.211.49.166,M0027,"17.7791,78.2167",0
TXN000445,2862.62,2026-08-08 08:48:46,C831076,D28726,123.163.219.109,M0007,"19.1831,72.9244",0
TXN000446,331.67,2026-08-08 09:00:11,C265080,D10425,169.227.59.103,M0030,"12.8321,77.7659",0
TXN000447,2685.79,2026-08-08 09:33:33,C487477,D20322,85.183.34.65,M0019,"22.9542,72.199",0
TXN000448,286.21,2026-08-08 10:01:33,C830429,D30032,34.141.163.57,M0013,"13.0229,79.9182",0
TXN000449,294.85,2026-08-08 14:24:23,C824586,D52487,119.145.76.18,M0020,"16.9253,78.3921",0
TXN000450,1137.68,2026-08-08 14:56:26,C501124,D22704,91.27.221.140,M0039,"17.281,78.9018",0
TXN000451,388.33,2026-08-08 15:10:38,C432711,D35203,26.79.221.159,M0011,"17.2418,78.2676",0
TXN000452,163.91,2026-08-08 15:55:53,C301158,D93227,179.254.147.111,M0034,"22.1752,88.2566",0
TXN000453,443.78,2026-08-08 15:55:58,C266931,D22676,49.212.161.234,M0043,"23.2307,72.1388",0
TXN000454,1308.24,2026-08-08 16:47:34,C687080,D54587,154.212.148.184,M0019,"18.6346,72.9301",0
TXN000455,681.74,2026-08-08 16:51:03,C109767,D54473,213.68.181.17,M0030,"22.5289,72.3584",0
TXN000456,952.43,2026-08-08 17:49:39,C361650,D65392,120.221.97.61,M0035,"17.5586,78.166",0
TXN000457,996.07,2026-08-08 18:04:07,C820221,D42742,130.8.186.60,M0041,"22.8342,72.3199",0
TXN000458,19747.14,2026-08-08 18:05:07,C346277,D17944,104.13.74.245,M0002,"28.9636,76.8085",1
TXN000459,1617.54,2026-08-08 18:47:16,C497562,D99733,49.212.161.234,M0022,"12.4896,78.0574",0
TXN000460,697.82,2026-08-08 18:57:38,C830429,D40161,60.11.55.72,M0027,"13.423,78.0894",0
TXN000461,567.03,2026-08-08 19:24:25,C598216,D22280,154.212.148.184,M0011,"23.3652,72.3847",0
TXN000462,5661.15,2026-08-08 19:30:24,C934794,D93748,61.93.212.42,M0041,"13.478,80.4372",0
TXN000463,914.07,2026-08-08 19:34:24,C379766,D23947,73.138.26.254,M0028,"13.3586,80.5787",0
TXN000464,68.48,2026-08-08 19:45:33,C548462,D65333,72.95.89.104,M0035,"29.1027,77.3857",0
TXN000465,128.3,2026-08-08 20:03:21,C314181,D87128,213.68.181.17,M0032,"18.1398,73.6845",0
TXN000466,613.75,2026-08-08 20:26:09,C355836,D51245,28.213.82.112,M0033,"17.7295,78.3058",0
TXN000467,2842.82,2026-08-08 20:53:10,C299312,D54587,14.136.199.1,M0022,"22.9501,88.599",0
TXN000468,1098.22,2026-08-08 22:05:15,C333752,D66498,182.131.222.129,M0049,"12.8725,79.9319",0
TXN000469,534.31,2026-08-08 22:20:37,C140115,D53309,134.148.43.176,M0017,"22.4359,88.6578",0
TXN000470,51814.57,2026-08-08 23:03:37,C413921,D79163,123.163.219.109,M0021,"22.6857,88.0211",1
TXN000471,3807.16,2026-08-09 00:20:26,C361650,D57400,169.227.59.103,M0034,"22.234,87.9475",0
TXN000472,1255.7,2026-08-09 00:24:04,C262998,D40161,112.239.140.45,M0037,"23.2795,72.127",0
TXN000473,172.18,2026-08-09 00:30:58,C994141,D13478,189.44.193.21,M0021,"18.9946,74.2038",0
TXN000474,3190.06,2026-08-09 00:31:24,C528231,D10425,18.82.69.240,M0035,"13.2624,79.8274",0
TXN000475,960.16,2026-08-09 00:41:55,C804318,D83000,204.212.37.40,M0026,"12.8175,77.7155",0
TXN000476,249.93,2026-08-09 02:29:19,C109767,D69470,189.181.186.216,M0017,"23.4918,72.4492",0
TXN000477,144.56,2026-08-09 05:54:42,C446239,D25014,166.193.42.206,M0003,"12.7743,80.6889",0
TXN000478,117.93,2026-08-09 08:05:33,C501124,D62772,17.86.169.123,M0011,"16.956,78.1975",0
TXN000479,144.61,2026-08-09 08:19:28,C161324,D30032,135.84.208.210,M0048,"28.395,77.2971",0
TXN000480,720.17,2026-08-09 09:19:29,C152578,D46463,134.76.122.123,M0019,"28.6515,77.1351",0
TXN000481,1792.31,2026-08-09 09:36:08,C105814,D27342,169.227.59.103,M0030,"23.2616,72.3489",0
TXN000482,431.55,2026-08-09 09:44:08,C742412,D56438,151.89.105.16,M0001,"22.5753,87.9154",0
TXN000483,221.23,2026-08-09 09:50:13,C680097,D10851,209.160.37.1,M0023,"13.1959,77.673",0
TXN000484,2029.27,2026-08-09 10:04:51,C468203,D80697,201.82.31.245,M0044,"13.1605,80.6368",0
TXN000485,185.3,2026-08-09 10:06:00,C237174,D28301,10.30.138.198,M0048,"18.5649,73.3625",0
TXN000486,492.08,2026-08-09 10:39:28,C950132,D47388,216.238.151.139,M0042,"13.488,80.2637",0
TXN000487,418.71,2026-08-09 10:46:49,C672092,D38785,138.243.239.128,M0009,"22.8709,88.1902",0
TXN000488,1437.79,2026-08-09 11:03:08,C172792,D28373,132.145.219.213,M0048,"22.656,88.8261",0
TXN000489,4408.93,2026-08-09 11:05:54,C373903,D76542,138.243.239.128,M0032,"23.1996,72.6772",0
TXN000490,1441.88,2026-08-09 11:42:07,C852470,D80678,216.91.223.249,M0017,"22.5677,72.3967",0
TXN000491,3112.15,2026-08-09 12:04:28,C550770,D48469,213.170.105.186,M0028,"12.6448,77.5285",0
TXN000492,475.87,2026-08-09 12:23:50,C797229,D21226,2.196.113.186,M0010,"18.5159,74.0451",0
TXN000493,6699.06,2026-08-09 12:41:59,C503906,D37653,2.196.113.186,M0019,"18.8067,73.4461",0
TXN000494,400.57,2026-08-09 13:27:44,C141672,D42742,204.212.37.40,M0040,"18.1511,74.2433",0
TXN000495,28228.32,2026-08-09 13:49:44,C577538,D44671,26.79.221.159,M0030,"18.5721,73.7133",1
